City,Colors Reported,Shape Reported,State,Time,Location
Coolidge,,LIGHT,AZ,4/15/1997 22:45,"Coolidge,AZ"
Aurora,,CIGAR,TX,4/17/1997 6:00,"Aurora,TX"
Okanogan,,,WA,4/17/1997 17:30,"Okanogan,WA"
West Memphis,,LIGHT,AR,4/17/1997 20:23,"West Memphis,AR"
Bismarck,,LIGHT,AR,4/17/1997 22:45,"Bismarck,AR"
Lake DeGray,ORANGE,FIREBALL,AR,4/17/1997 22:45,"Lake DeGray,AR"
Hartford,ORANGE,,SD,4/18/1997 4:20,"Hartford,SD"
Dallas,,DIAMOND,TX,4/18/1997 7:05,"Dallas,TX"
Cleveland,,TRIANGLE,OH,4/18/1997 20:40,"Cleveland,OH"
Tampa,,TRIANGLE,FL,4/18/1997 23:59,"Tampa,FL"
Reno,,OTHER,NV,4/19/1997 1:30,"Reno,NV"
Suisun,,CIRCLE,CA,4/19/1997 22:00,"Suisun,CA"
Carlinville,,OTHER,IL,4/20/1997 2:00,"Carlinville,IL"
Reno,,,NV,4/20/1997 4:00,"Reno,NV"
Greentown,,FORMATION,IN,4/20/1997 4:28,"Greentown,IN"
Billings,,LIGHT,MT,4/20/1997 19:00,"Billings,MT"
Lakewood,,,WA,4/20/1997 20:05,"Lakewood,WA"
Las Vegas,,LIGHT,NV,4/20/1997 23:00,"Las Vegas,NV"
La Conner,,,WA,4/21/1997 20:40,"La Conner,WA"
Stanwood,,,WA,4/21/1997 20:40,"Stanwood,WA"
Los Angeles,,,CA,4/21/1997 21:20,"Los Angeles,CA"
Worcester,,EGG,MA,4/22/1997 0:34,"Worcester,MA"
Spokane,RED,LIGHT,WA,4/22/1997 1:00,"Spokane,WA"
Seattle,,,WA,4/23/1997 0:05,"Seattle,WA"
Guntersville,,OVAL,AL,4/23/1997 18:00,"Guntersville,AL"
Houston,RED,TRIANGLE,TX,4/23/1997 19:30,"Houston,TX"
Orlando,,LIGHT,FL,4/23/1997 21:00,"Orlando,FL"
Clarion,,LIGHT,PA,4/24/1997 1:00,"Clarion,PA"
Coos Bay,,SPHERE,OR,4/24/1997 21:30,"Coos Bay,OR"
New Brighton,,TRIANGLE,MN,4/24/1997 21:45,"New Brighton,MN"
Depoe Bay,,,OR,4/24/1997 23:00,"Depoe Bay,OR"
New York City,,OTHER,NY,4/25/1997 0:00,"New York City,NY"
Delray Beach,RED,LIGHT,FL,4/25/1997 1:45,"Delray Beach,FL"
San-Carlos mountains,,LIGHT,AZ,4/27/1997 1:00,"San-Carlos mountains,AZ"
Williamston,,TRIANGLE,SC,4/28/1997 0:25,"Williamston,SC"
Houston,,LIGHT,TX,4/28/1997 22:00,"Houston,TX"
Fresh Pond,GREEN,FORMATION,CA,4/29/1997 17:00,"Fresh Pond,CA"
Twelve Mile,,DISK,IN,4/30/1997 21:00,"Twelve Mile,IN"
Columbia,,LIGHT,MO,4/30/1997 23:00,"Columbia,MO"
Westboro,,OTHER,MA,4/30/1997 23:30,"Westboro,MA"
Maysville,,DISK,KY,5/1/1997 14:00,"Maysville,KY"
Cedar Rapids,BLUE,TRIANGLE,IA,5/1/1997 22:00,"Cedar Rapids,IA"
St. Petersburg,,TRIANGLE,FL,5/1/1997 22:00,"St. Petersburg,FL"
State College,,FLASH,PA,5/1/1997 22:00,"State College,PA"
Syracuse,,,NY,5/1/1997 23:00,"Syracuse,NY"
Oceanside,ORANGE,OTHER,CA,5/2/1997 22:00,"Oceanside,CA"
Oceanside,ORANGE,OTHER,CA,5/2/1997 22:05,"Oceanside,CA"
Lincoln City,YELLOW,LIGHT,OR,5/2/1997 22:45,"Lincoln City,OR"
Freeport,,TRIANGLE,IL,5/3/1997 21:00,"Freeport,IL"
Stafford,,OTHER,TX,5/3/1997 21:03,"Stafford,TX"
Freeport,,TRIANGLE,IL,5/3/1997 23:30,"Freeport,IL"
Newport Beach,,TRIANGLE,CA,5/4/1997 22:20,"Newport Beach,CA"
Norton,,TRIANGLE,KS,5/5/1997 1:00,"Norton,KS"
West Chester,,EGG,PA,5/5/1997 12:15,"West Chester,PA"
Austin,,LIGHT,TX,5/5/1997 19:00,"Austin,TX"
Bee Caves,RED BLUE,OTHER,TX,5/5/1997 19:00,"Bee Caves,TX"
Turlock,,LIGHT,CA,5/5/1997 19:45,"Turlock,CA"
Round Rock,,RECTANGLE,TX,5/5/1997 20:30,"Round Rock,TX"
Seattle,,DISK,WA,5/6/1997 17:25,"Seattle,WA"
Santa Monica,,DISK,CA,5/7/1997 1:00,"Santa Monica,CA"
Corapeake,,FLASH,NC,5/7/1997 20:00,"Corapeake,NC"
Sylmar,,OTHER,CA,5/8/1997 1:30,"Sylmar,CA"
Citrus Heights,,OTHER,CA,5/8/1997 5:15,"Citrus Heights,CA"
Auburn,,TRIANGLE,WA,5/8/1997 22:00,"Auburn,WA"
Las Vegas,ORANGE,LIGHT,NV,5/9/1997 21:00,"Las Vegas,NV"
Phoenix,,LIGHT,AZ,5/9/1997 21:50,"Phoenix,AZ"
Austin,,FLASH,TX,5/10/1997 0:00,"Austin,TX"
Provo,YELLOW,LIGHT,UT,5/10/1997 0:25,"Provo,UT"
Neoga,RED,TRIANGLE,IL,5/10/1997 4:10,"Neoga,IL"
Lawton,,,MI,5/10/1997 5:30,"Lawton,MI"
Southside,,OTHER,AL,5/10/1997 21:00,"Southside,AL"
Sedona,,LIGHT,AZ,5/10/1997 21:50,"Sedona,AZ"
Los Padres National Forest,,OTHER,CA,5/10/1997 22:45,"Los Padres National Forest,CA"
Azle,BLUE,CIRCLE,TX,5/10/1997 23:00,"Azle,TX"
Winthrop,,OTHER,WA,5/10/1997 23:59,"Winthrop,WA"
Porter,RED,OTHER,TX,5/11/1997 12:00,"Porter,TX"
College,,CIGAR,UT,5/11/1997 13:56,"College,UT"
Greenwich,,TRIANGLE,CT,5/11/1997 23:00,"Greenwich,CT"
Wright City,,FIREBALL,MO,5/11/1997 23:43,"Wright City,MO"
Death Valley Gas Station,,OVAL,CA,5/12/1997 23:30,"Death Valley Gas Station,CA"
Edinboro,,OVAL,PA,5/13/1997 3:00,"Edinboro,PA"
Valley Springs,,TEARDROP,CA,5/13/1997 19:30,"Valley Springs,CA"
Petaluma,,TRIANGLE,CA,5/13/1997 21:00,"Petaluma,CA"
Cottonwood,,LIGHT,AZ,5/13/1997 22:30,"Cottonwood,AZ"
San Jose,,CIRCLE,CA,5/14/1997 11:40,"San Jose,CA"
San Diego,,DISK,CA,5/15/1997 0:00,"San Diego,CA"
Londonderry,,LIGHT,NH,5/15/1997 2:00,"Londonderry,NH"
Mesquite,,TEARDROP,TX,5/15/1997 8:30,"Mesquite,TX"
College Station,,LIGHT,TX,5/15/1997 10:00,"College Station,TX"
Mesquite,,CIRCLE,TX,5/15/1997 10:00,"Mesquite,TX"
Palm Beach Gardens,,FORMATION,FL,5/15/1997 16:53,"Palm Beach Gardens,FL"
Sorrento,,CIGAR,FL,5/15/1997 18:30,"Sorrento,FL"
Waco,,LIGHT,TX,5/15/1997 20:00,"Waco,TX"
Asheville,,OTHER,NC,5/15/1997 21:00,"Asheville,NC"
Great River,,OVAL,NY,5/15/1997 21:00,"Great River,NY"
South Bend,,TRIANGLE,IN,5/15/1997 22:30,"South Bend,IN"
Bouse,,TRIANGLE,AZ,5/15/1997 22:45,"Bouse,AZ"
Oklahoma City,,TRIANGLE,OK,5/16/1997 23:00,"Oklahoma City,OK"
Las Vegas,,TRIANGLE,NV,5/17/1997 3:30,"Las Vegas,NV"
Portland,,OVAL,OR,5/17/1997 14:00,"Portland,OR"
Grantville,,TRIANGLE,PA,5/18/1997 19:00,"Grantville,PA"
Jackson,,LIGHT,MI,5/18/1997 21:00,"Jackson,MI"
Kalamazoo,,VARIOUS,MI,5/19/1997 0:20,"Kalamazoo,MI"
Los Angeles,,OVAL,CA,5/20/1997 0:00,"Los Angeles,CA"
Louisville,,CIRCLE,KY,5/20/1997 1:00,"Louisville,KY"
Jupiter,,OTHER,FL,5/20/1997 4:01,"Jupiter,FL"
North Pole,,,AK,5/20/1997 15:00,"North Pole,AK"
Caldwell,,OTHER,ID,5/20/1997 21:15,"Caldwell,ID"
Wolf Point,,FIREBALL,MT,5/21/1997 4:00,"Wolf Point,MT"
Phoenix,,OTHER,AZ,5/21/1997 6:00,"Phoenix,AZ"
Simi Valley,,FORMATION,CA,5/22/1997 21:25,"Simi Valley,CA"
Chatham,,DISK,NJ,5/22/1997 22:21,"Chatham,NJ"
Arcadia,,LIGHT,FL,5/23/1997 4:00,"Arcadia,FL"
Lake Tahoe,,FORMATION,CA,5/24/1997 20:00,"Lake Tahoe,CA"
North Tonawanda,YELLOW,TRIANGLE,NY,5/24/1997 22:15,"North Tonawanda,NY"
Skies over Sierra Nevada,GREEN,LIGHT,CA,5/25/1997 1:10,"Skies over Sierra Nevada,CA"
Austin,,DISK,TX,5/25/1997 19:30,"Austin,TX"
Saxton,,FORMATION,PA,5/25/1997 22:00,"Saxton,PA"
Syracuse,,TRIANGLE,NY,5/25/1997 22:00,"Syracuse,NY"
Pompton Lakes,,DISK,NJ,5/26/1997 16:50,"Pompton Lakes,NJ"
Winnsboro,,OTHER,LA,5/27/1997 0:00,"Winnsboro,LA"
Laguna Park,,CIGAR,TX,5/27/1997 0:35,"Laguna Park,TX"
Arlington,,DISK,VA,5/27/1997 15:30,"Arlington,VA"
Huntington,,LIGHT,UT,5/27/1997 23:00,"Huntington,UT"
Wichita,,LIGHT,KS,5/27/1997 23:30,"Wichita,KS"
Central New York,,LIGHT,NY,5/28/1997 22:00,"Central New York,NY"
Canastota,,LIGHT,NY,5/28/1997 23:12,"Canastota,NY"
Aston,,OVAL,PA,5/29/1997 11:59,"Aston,PA"
Hinckley,,LIGHT,NY,5/29/1997 19:00,"Hinckley,NY"
Manchester,,,NH,5/30/1997 2:00,"Manchester,NH"
Dallas,,SPHERE,GA,5/30/1997 11:45,"Dallas,GA"
Pooler,GREEN,FIREBALL,GA,5/30/1997 20:00,"Pooler,GA"
Glendale,,,AZ,5/31/1997 11:28,"Glendale,AZ"
Austin,,RECTANGLE,TX,6/1/1997 0:00,"Austin,TX"
Baltimore,,CHEVRON,MD,6/1/1997 0:00,"Baltimore,MD"
Elma,,DISK,WA,6/1/1997 0:00,"Elma,WA"
Houston,,CHEVRON,TX,6/1/1997 0:00,"Houston,TX"
Phoenix,,,AZ,6/1/1997 0:00,"Phoenix,AZ"
Egg Harbor Township,,EGG,NJ,6/1/1997 0:01,"Egg Harbor Township,NJ"
North Bergen,,LIGHT,NJ,6/1/1997 1:00,"North Bergen,NJ"
Phoenix,RED,,AZ,6/1/1997 1:00,"Phoenix,AZ"
Rushcreek,,OTHER,IN,6/1/1997 2:00,"Rushcreek,IN"
Eden Praire,,TRIANGLE,MN,6/1/1997 3:00,"Eden Praire,MN"
New Mexico,,DISK,NM,6/1/1997 3:30,"New Mexico,NM"
South Charleston,,,WV,6/1/1997 5:30,"South Charleston,WV"
Crestwood,GREEN,CIRCLE,KY,6/1/1997 6:35,"Crestwood,KY"
Hamilton,,CIRCLE,OH,6/1/1997 7:00,"Hamilton,OH"
Mt. Vernon,,LIGHT,NY,6/1/1997 8:00,"Mt. Vernon,NY"
Garden Grove,,OTHER,CA,6/1/1997 9:00,"Garden Grove,CA"
American Canyon,,TRIANGLE,CA,6/1/1997 10:00,"American Canyon,CA"
Waimanalo,,OVAL,HI,6/1/1997 10:00,"Waimanalo,HI"
Lashmeet,BLUE,TRIANGLE,WV,6/1/1997 12:00,"Lashmeet,WV"
Glen Wilton,,,VA,6/1/1997 13:00,"Glen Wilton,VA"
Fresno,,OVAL,CA,6/1/1997 14:00,"Fresno,CA"
Greenfield,RED,,WI,6/1/1997 14:00,"Greenfield,WI"
Montebello,,CIRCLE,CA,6/1/1997 18:00,"Montebello,CA"
El Centro,,CHEVRON,CA,6/1/1997 19:00,"El Centro,CA"
Houston,,OTHER,TX,6/1/1997 19:45,"Houston,TX"
Meriden,,SPHERE,CT,6/1/1997 20:00,"Meriden,CT"
Pelzer,,TRIANGLE,SC,6/1/1997 20:00,"Pelzer,SC"
Albany,,OTHER,NY,6/1/1997 21:00,"Albany,NY"
McComb,,TRIANGLE,OH,6/1/1997 21:00,"McComb,OH"
Merritt Island,YELLOW,LIGHT,FL,6/1/1997 21:00,"Merritt Island,FL"
Southern California Operations Area,,TRIANGLE,CA,6/1/1997 21:00,"Southern California Operations Area,CA"
Springfield,,CHEVRON,MA,6/1/1997 21:00,"Springfield,MA"
El Paso,,OTHER,TX,6/1/1997 21:30,"El Paso,TX"
Park City,,CIRCLE,UT,6/1/1997 22:00,"Park City,UT"
Richmond,,OTHER,CA,6/1/1997 22:00,"Richmond,CA"
Smithsburg,,OTHER,MD,6/1/1997 22:00,"Smithsburg,MD"
San Fransisco,,FORMATION,CA,6/1/1997 22:30,"San Fransisco,CA"
Raton,,,NM,6/1/1997 23:00,"Raton,NM"
Shoreline,,TRIANGLE,WA,6/1/1997 23:00,"Shoreline,WA"
Exeter,,DISK,NH,6/2/1997 1:30,"Exeter,NH"
Spanaway,,DISK,WA,6/3/1997 22:30,"Spanaway,WA"
Coushatta,ORANGE,LIGHT,LA,6/3/1997 23:00,"Coushatta,LA"
Havelock,,OTHER,NC,6/4/1997 20:30,"Havelock,NC"
White Plains,,OTHER,NY,6/4/1997 21:20,"White Plains,NY"
New York City,,DISK,NY,6/5/1997 16:00,"New York City,NY"
Hayward,,OTHER,CA,6/5/1997 21:30,"Hayward,CA"
Colorado,,DISK,CO,6/6/1997 18:00,"Colorado,CO"
Bothell,ORANGE,LIGHT,WA,6/6/1997 21:45,"Bothell,WA"
Jeffersonville,RED,LIGHT,IN,6/7/1997 3:00,"Jeffersonville,IN"
Weatherford,,FIREBALL,OK,6/7/1997 19:30,"Weatherford,OK"
Quincy,,CYLINDER,MA,6/7/1997 22:00,"Quincy,MA"
St. Louis,,CYLINDER,MO,6/7/1997 22:30,"St. Louis,MO"
Santa Clara,,VARIOUS,CA,6/8/1997 15:00,"Santa Clara,CA"
Renton,,DISK,WA,6/8/1997 19:16,"Renton,WA"
Monterey,GREEN BLUE,OTHER,CA,6/9/1997 1:15,"Monterey,CA"
Doylestown,,TRIANGLE,PA,6/9/1997 1:30,"Doylestown,PA"
Kalamazoo,,FORMATION,MI,6/9/1997 12:00,"Kalamazoo,MI"
Holly,,TRIANGLE,MI,6/9/1997 22:30,"Holly,MI"
New York,,OTHER,NY,6/10/1997 12:00,"New York,NY"
Newport,,DISK,ME,6/10/1997 12:00,"Newport,ME"
Knoxville,,TRIANGLE,TN,6/10/1997 16:00,"Knoxville,TN"
Rochester,GREEN,TRIANGLE,NY,6/10/1997 21:00,"Rochester,NY"
Hart Mountain Elk Preserve,YELLOW,LIGHT,OR,6/10/1997 21:30,"Hart Mountain Elk Preserve,OR"
Louisville,,OTHER,KY,6/10/1997 22:00,"Louisville,KY"
Golden,,LIGHT,CO,6/10/1997 22:30,"Golden,CO"
Zion Grove,,LIGHT,PA,6/10/1997 23:00,"Zion Grove,PA"
Reno,,CYLINDER,NV,6/11/1997 11:00,"Reno,NV"
San Angelo,,OTHER,TX,6/11/1997 21:20,"San Angelo,TX"
Hieleah,,DISK,FL,6/12/1997 13:00,"Hieleah,FL"
Newark,,LIGHT,NJ,6/12/1997 21:45,"Newark,NJ"
Beverly Hills,,TRIANGLE,CA,6/13/1997 16:00,"Beverly Hills,CA"
no data,,OVAL,TX,6/13/1997 21:00,"no data,TX"
Franconia,,FIREBALL,PA,6/13/1997 22:20,"Franconia,PA"
Orlando,ORANGE,CIRCLE,FL,6/13/1997 23:00,"Orlando,FL"
Meridian,,TRIANGLE,ID,6/14/1997 0:00,"Meridian,ID"
Vancouver,,LIGHT,WA,6/14/1997 2:45,"Vancouver,WA"
Newberg,,OTHER,OR,6/14/1997 3:30,"Newberg,OR"
Ludlow,RED,,CA,6/14/1997 20:00,"Ludlow,CA"
Austin,,TRIANGLE,TX,6/14/1997 23:20,"Austin,TX"
Altamonte Springs,,LIGHT,FL,6/15/1997 0:00,"Altamonte Springs,FL"
Grove City,,TRIANGLE,PA,6/15/1997 0:00,"Grove City,PA"
Lawton,,FIREBALL,MI,6/15/1997 0:30,"Lawton,MI"
Orlando,,DISK,FL,6/15/1997 1:00,"Orlando,FL"
Peoria,,DISK,IL,6/15/1997 1:00,"Peoria,IL"
Middletown,,,NY,6/15/1997 2:30,"Middletown,NY"
Las Cruces,RED,FIREBALL,NM,6/15/1997 3:00,"Las Cruces,NM"
"Oak Brook Terrace, Dorathy Drennon Park in",,DISK,IL,6/15/1997 9:00,"Oak Brook Terrace, Dorathy Drennon Park in,IL"
Colorado Springs,,DISK,CA,6/15/1997 13:00,"Colorado Springs,CA"
Gaffney,,CYLINDER,SC,6/15/1997 13:30,"Gaffney,SC"
Edmond,,DISK,OK,6/15/1997 14:00,"Edmond,OK"
Jackson,,SPHERE,MI,6/15/1997 15:00,"Jackson,MI"
Ripley,,,TN,6/15/1997 15:00,"Ripley,TN"
Wapakoneta,,EGG,OH,6/15/1997 15:00,"Wapakoneta,OH"
Eden Prairie,,CIRCLE,MN,6/15/1997 16:00,"Eden Prairie,MN"
McGregor,,SPHERE,TX,6/15/1997 16:00,"McGregor,TX"
Marlboro,,CIRCLE,MD,6/15/1997 16:40,"Marlboro,MD"
Salt Lake City,,OTHER,UT,6/15/1997 17:30,"Salt Lake City,UT"
Akron,,DISK,OH,6/15/1997 18:00,"Akron,OH"
Columbus,,TRIANGLE,OH,6/15/1997 18:00,"Columbus,OH"
Swanville,,LIGHT,ME,6/15/1997 20:27,"Swanville,ME"
Blaine,,,MN,6/15/1997 21:00,"Blaine,MN"
Medford,,SPHERE,NY,6/15/1997 21:00,"Medford,NY"
Seattle,,TRIANGLE,WA,6/15/1997 21:00,"Seattle,WA"
Westport,GREEN,OTHER,CT,6/15/1997 21:30,"Westport,CT"
Eagle Butte,,LIGHT,SD,6/15/1997 22:00,"Eagle Butte,SD"
Fort Myers,,SPHERE,FL,6/15/1997 22:00,"Fort Myers,FL"
Lawton,,SPHERE,MI,6/15/1997 22:00,"Lawton,MI"
Olive Hill,,LIGHT,KY,6/15/1997 22:00,"Olive Hill,KY"
Ponte Vedra,YELLOW,FIREBALL,FL,6/15/1997 22:00,"Ponte Vedra,FL"
Irvine,,VARIOUS,CA,6/15/1997 22:15,"Irvine,CA"
,,TRIANGLE,IL,6/15/1997 23:00,
Mena,,OTHER,AR,6/15/1997 23:00,"Mena,AR"
Silver City,,,NM,6/15/1997 23:00,"Silver City,NM"
Sun City,,FIREBALL,CA,6/15/1997 23:00,"Sun City,CA"
Virginia,,DISK,VA,6/15/1997 23:50,"Virginia,VA"
Murphy,,OTHER,OR,6/16/1997 22:46,"Murphy,OR"
Petaluma,,LIGHT,CA,6/17/1997 1:30,"Petaluma,CA"
Roswell,,CIRCLE,NM,6/17/1997 4:55,"Roswell,NM"
Beaumont,,LIGHT,MO,6/17/1997 10:30,"Beaumont,MO"
Pico Rivera,,CHEVRON,CA,6/17/1997 12:00,"Pico Rivera,CA"
Prescott,GREEN,FIREBALL,AZ,6/17/1997 21:30,"Prescott,AZ"
Portland,RED,LIGHT,OR,6/17/1997 23:15,"Portland,OR"
Carsonville,,DISK,MI,6/18/1997 20:00,"Carsonville,MI"
New Albany,,CIGAR,IN,6/18/1997 22:00,"New Albany,IN"
Gladewater,,OTHER,TX,6/19/1997 2:00,"Gladewater,TX"
Englewood Cliffs,YELLOW,LIGHT,NJ,6/19/1997 20:15,"Englewood Cliffs,NJ"
Cottonwood,,DISK,AZ,6/19/1997 20:30,"Cottonwood,AZ"
Sunnyside,RED,LIGHT,WA,6/20/1997 0:35,"Sunnyside,WA"
Ocala,ORANGE,LIGHT,FL,6/20/1997 1:00,"Ocala,FL"
Black Horse pike,,DISK,NJ,6/20/1997 1:45,"Black Horse pike,NJ"
Seattle,,OTHER,WA,6/20/1997 4:30,"Seattle,WA"
Carefree,YELLOW GREEN,CIRCLE,AZ,6/20/1997 20:34,"Carefree,AZ"
Holland Patent,BLUE,CIRCLE,NY,6/20/1997 21:00,"Holland Patent,NY"
Little Marsh,,TRIANGLE,PA,6/20/1997 21:00,"Little Marsh,PA"
Alamosa,RED,LIGHT,CO,6/20/1997 21:45,"Alamosa,CO"
Collierville,,OVAL,TN,6/20/1997 23:00,"Collierville,TN"
Libertyville,,DISK,IL,6/21/1997 0:00,"Libertyville,IL"
Phoenix,,CYLINDER,AZ,6/21/1997 9:45,"Phoenix,AZ"
Ticonderoga,BLUE,TRIANGLE,NY,6/21/1997 11:28,"Ticonderoga,NY"
Edgemere,,OTHER,MI,6/21/1997 17:00,"Edgemere,MI"
Fort Collins,,DISK,CO,6/21/1997 23:30,"Fort Collins,CO"
Orlando,YELLOW,,FL,6/22/1997 1:00,"Orlando,FL"
Greensboro,,LIGHT,NC,6/22/1997 6:00,"Greensboro,NC"
Huffman,,OTHER,TX,6/22/1997 6:30,"Huffman,TX"
Willow Creek Campground,,OTHER,CA,6/23/1997 1:00,"Willow Creek Campground,CA"
Howell,,SPHERE,NJ,6/23/1997 2:00,"Howell,NJ"
Eunice,,LIGHT,LA,6/23/1997 9:30,"Eunice,LA"
Cuba,,LIGHT,MO,6/23/1997 21:00,"Cuba,MO"
San Francisco,GREEN,OVAL,CA,6/24/1997 1:57,"San Francisco,CA"
Fresno,,LIGHT,CA,6/24/1997 21:00,"Fresno,CA"
Phoenix,,CHEVRON,AZ,6/25/1997 9:11,"Phoenix,AZ"
Wendover,,DISK,UT,6/26/1997 23:05,"Wendover,UT"
Helena,,,MT,6/27/1997 0:00,"Helena,MT"
Gresham,,TRIANGLE,OR,6/27/1997 0:50,"Gresham,OR"
Lansing,,LIGHT,MI,6/27/1997 2:40,"Lansing,MI"
North Babylon,,TRIANGLE,NY,6/27/1997 20:00,"North Babylon,NY"
Fountain Hills,,OTHER,AZ,6/27/1997 20:30,"Fountain Hills,AZ"
Harvey's Lake,,OTHER,PA,6/28/1997 8:00,"Harvey's Lake,PA"
Wilcox,,CYLINDER,AZ,6/28/1997 12:00,"Wilcox,AZ"
Springfield,,DISK,OH,6/28/1997 18:00,"Springfield,OH"
Cave Creek,RED YELLOW,TRIANGLE,AZ,6/29/1997 22:09,"Cave Creek,AZ"
Farmington,,,NM,6/29/1997 23:45,"Farmington,NM"
Bigfork,,TRIANGLE,MT,6/30/1997 1:00,"Bigfork,MT"
Venice,,CIGAR,FL,6/30/1997 5:45,"Venice,FL"
Camarillo,,CIRCLE,CA,6/30/1997 6:00,"Camarillo,CA"
Anchorage,,CYLINDER,AK,6/30/1997 12:00,"Anchorage,AK"
Salisbury,,LIGHT,NC,6/30/1997 12:00,"Salisbury,NC"
Casa Grande,,TRIANGLE,AZ,6/30/1997 21:00,"Casa Grande,AZ"
Fort Smith,,LIGHT,AR,6/30/1997 21:00,"Fort Smith,AR"
Tijeras,,CIGAR,NM,6/30/1997 23:00,"Tijeras,NM"
Freehold,ORANGE,LIGHT,NJ,7/1/1997 0:00,"Freehold,NJ"
Fort Benning,,,GA,7/1/1997 0:01,"Fort Benning,GA"
Kilgore,,CIRCLE,TX,7/1/1997 1:30,"Kilgore,TX"
Kilgore,,CIRCLE,TX,7/1/1997 1:30,"Kilgore,TX"
Albion,,CIGAR,PA,7/1/1997 13:00,"Albion,PA"
Omaha,,DISK,NE,7/1/1997 15:20,"Omaha,NE"
Hamilton,,OTHER,NJ,7/1/1997 18:00,"Hamilton,NJ"
New York City,,SPHERE,NY,7/1/1997 18:00,"New York City,NY"
Kingston,,DISK,NY,7/1/1997 21:00,"Kingston,NY"
Willow Creek,,SPHERE,CA,7/1/1997 23:00,"Willow Creek,CA"
Davenport,,CIRCLE,CA,7/2/1997 21:00,"Davenport,CA"
Petaluma,,VARIOUS,CA,7/2/1997 21:00,"Petaluma,CA"
Rachel,,SPHERE,NV,7/2/1997 21:15,"Rachel,NV"
Calistoga,YELLOW,TRIANGLE,CA,7/2/1997 21:30,"Calistoga,CA"
South Hadley,RED,SPHERE,MA,7/2/1997 23:00,"South Hadley,MA"
Boonville,,LIGHT,MO,7/2/1997 23:30,"Boonville,MO"
Pullman,,RECTANGLE,WA,7/3/1997 0:00,"Pullman,WA"
Brentwood,,CYLINDER,TN,7/3/1997 3:00,"Brentwood,TN"
Vanleer,ORANGE YELLOW,FORMATION,TN,7/3/1997 21:30,"Vanleer,TN"
Fennville,,SPHERE,MI,7/3/1997 22:00,"Fennville,MI"
Lexington,,TRIANGLE,KY,7/3/1997 22:30,"Lexington,KY"
Harbor Springs,,OVAL,MI,7/3/1997 23:00,"Harbor Springs,MI"
Lake Tawakine,,OTHER,TX,7/4/1997 3:30,"Lake Tawakine,TX"
Long Beach,,EGG,CA,7/4/1997 13:00,"Long Beach,CA"
San Diego,,CIGAR,CA,7/4/1997 16:00,"San Diego,CA"
St. Paul,,SPHERE,MN,7/4/1997 16:00,"St. Paul,MN"
Evansville,,CIRCLE,IL,7/4/1997 19:00,"Evansville,IL"
Earth City,,CIGAR,MO,7/4/1997 20:00,"Earth City,MO"
Knob Lick,BLUE,LIGHT,MO,7/4/1997 20:00,"Knob Lick,MO"
Troy,,CIRCLE,IL,7/4/1997 20:00,"Troy,IL"
St. Charles,GREEN,LIGHT,MO,7/4/1997 20:30,"St. Charles,MO"
Bellevelle area college,BLUE,LIGHT,IL,7/4/1997 21:00,"Bellevelle area college,IL"
Belleville,BLUE,LIGHT,IL,7/4/1997 21:00,"Belleville,IL"
Hazel Park,,DISK,MI,7/4/1997 21:00,"Hazel Park,MI"
Millstadt,BLUE,LIGHT,IL,7/4/1997 21:00,"Millstadt,IL"
Phoenix,,CYLINDER,AZ,7/4/1997 21:00,"Phoenix,AZ"
Troy,BLUE,LIGHT,IL,7/4/1997 21:00,"Troy,IL"
Lonedell,BLUE,DELTA,MO,7/4/1997 21:10,"Lonedell,MO"
Coldwater,,LIGHT,MO,7/4/1997 21:15,"Coldwater,MO"
Dadeville,,,MO,7/4/1997 21:15,"Dadeville,MO"
Des Peres,BLUE,LIGHT,MO,7/4/1997 21:15,"Des Peres,MO"
Elmwood,,LIGHT,IL,7/4/1997 21:15,"Elmwood,IL"
Granite City,,LIGHT,IL,7/4/1997 21:15,"Granite City,IL"
"Mark Twain Lake, Monroe City",BLUE,LIGHT,MO,7/4/1997 21:15,"Mark Twain Lake, Monroe City,MO"
Oakville,GREEN,LIGHT,MO,7/4/1997 21:15,"Oakville,MO"
Plymouth,,LIGHT,WI,7/4/1997 21:15,"Plymouth,WI"
Scottsdale,RED,,AZ,7/4/1997 21:15,"Scottsdale,AZ"
St. Charles,BLUE,LIGHT,MO,7/4/1997 21:15,"St. Charles,MO"
St. Charles,BLUE,SPHERE,MO,7/4/1997 21:15,"St. Charles,MO"
St. Louis,BLUE,LIGHT,MO,7/4/1997 21:15,"St. Louis,MO"
Chesterfield,,LIGHT,MO,7/4/1997 21:18,"Chesterfield,MO"
Arnold,,LIGHT,MO,7/4/1997 21:20,"Arnold,MO"
Olney,BLUE,LIGHT,IL,7/4/1997 21:25,"Olney,IL"
Auburn,,TRIANGLE,WA,7/4/1997 21:30,"Auburn,WA"
Belleville,BLUE,LIGHT,IL,7/4/1997 21:30,"Belleville,IL"
Crestwood,,LIGHT,MO,7/4/1997 21:30,"Crestwood,MO"
Creve Coeur,BLUE,LIGHT,MO,7/4/1997 21:30,"Creve Coeur,MO"
Florissant,,LIGHT,MO,7/4/1997 21:30,"Florissant,MO"
Florissant,BLUE,LIGHT,MO,7/4/1997 21:30,"Florissant,MO"
Gerald,BLUE,LIGHT,MO,7/4/1997 21:30,"Gerald,MO"
Hazel Park,,OVAL,MI,7/4/1997 21:30,"Hazel Park,MI"
